step	attack	AUROC
35	homoglyphs	0.9998
35	article_deletion	0.9634
35	misspelling	0.9828
35	number_swap	0.9958
35	whitespace_addition	0.9991
35	upper_lower_swap	0.9993
35	zero_width_space	0.9997
35	insert_paragraphs	0.9801
35	alternative_spelling	0.9957
40	no_attack	0.9975
40	t5_paraphrase	0.9800
40	synonym_replacement	0.9892
40	homoglyphs	0.9999
40	article_deletion	0.9777
40	misspelling	0.9924
40	number_swap	0.9974
40	whitespace_addition	0.9995
40	upper_lower_swap	0.9995
40	zero_width_space	0.9999
40	insert_paragraphs	0.9868
40	alternative_spelling	0.9973
45	no_attack	0.9975
45	t5_paraphrase	0.9800
45	synonym_replacement	0.9917
45	homoglyphs	0.9999
45	article_deletion	0.9842
45	misspelling	0.9942
45	number_swap	0.9974
45	whitespace_addition	0.9994
45	upper_lower_swap	0.9996
45	zero_width_space	0.9999
45	insert_paragraphs	0.9872
45	alternative_spelling	0.9974
50	no_attack	0.9969
50	t5_paraphrase	0.9800
50	synonym_replacement	0.9909
50	homoglyphs	0.9998
50	article_deletion	0.9872
50	misspelling	0.9953
50	number_swap	0.9970
50	whitespace_addition	0.9993
50	upper_lower_swap	0.9993
50	zero_width_space	0.9996
50	insert_paragraphs	0.9880
50	alternative_spelling	0.9968
55	no_attack	0.9949
55	t5_paraphrase	0.9800
55	synonym_replacement	0.9881
55	homoglyphs	0.9987
55	article_deletion	0.9851
55	misspelling	0.9949
55	number_swap	0.9949
55	whitespace_addition	0.9983
55	upper_lower_swap	0.9983
55	zero_width_space	0.9986
55	insert_paragraphs	0.9833
55	alternative_spelling	0.9945
60	no_attack	0.9956
60	t5_paraphrase	0.9800
60	synonym_replacement	0.9920
60	homoglyphs	0.9988
60	article_deletion	0.9894
60	misspelling	0.9961
60	number_swap	0.9956
60	whitespace_addition	0.9988
60	upper_lower_swap	0.9982
60	zero_width_space	0.9988
60	insert_paragraphs	0.9870
60	alternative_spelling	0.9953
65	no_attack	0.9982
65	t5_paraphrase	1.0000
65	synonym_replacement	0.9983
65	homoglyphs	1.0000
65	article_deletion	0.9934
65	misspelling	0.9991
65	number_swap	0.9982
65	whitespace_addition	0.9993
65	upper_lower_swap	0.9999
65	zero_width_space	1.0000
65	insert_paragraphs	0.9869
65	alternative_spelling	0.9981
70	no_attack	0.9931
70	t5_paraphrase	0.9600
70	synonym_replacement	0.9860
70	homoglyphs	0.9982
70	article_deletion	0.9897
70	misspelling	0.9968
70	number_swap	0.9933
70	whitespace_addition	0.9968
70	upper_lower_swap	0.9970
70	zero_width_space	0.9984
70	insert_paragraphs	0.9863
70	alternative_spelling	0.9928
75	no_attack	0.9984
75	t5_paraphrase	1.0000
75	synonym_replacement	0.9985
75	homoglyphs	1.0000
75	article_deletion	0.9973
75	misspelling	0.9995
75	number_swap	0.9985
75	whitespace_addition	0.9994
75	upper_lower_swap	0.9998
75	zero_width_space	1.0000
75	insert_paragraphs	0.9936
75	alternative_spelling	0.9984
80	no_attack	0.9957
80	t5_paraphrase	0.9800
80	synonym_replacement	0.9950
80	homoglyphs	0.9986
80	article_deletion	0.9933
80	misspelling	0.9977
80	number_swap	0.9959
80	whitespace_addition	0.9982
80	upper_lower_swap	0.9971
80	zero_width_space	0.9989
80	insert_paragraphs	0.9909
80	alternative_spelling	0.9955
85	no_attack	0.9969
85	t5_paraphrase	0.9800
85	synonym_replacement	0.9975
85	homoglyphs	0.9993
85	article_deletion	0.9968
85	misspelling	0.9991
85	number_swap	0.9971
85	whitespace_addition	0.9988
85	upper_lower_swap	0.9986
85	zero_width_space	0.9994
85	insert_paragraphs	0.9946
85	alternative_spelling	0.9968
90	no_attack	0.9979
90	t5_paraphrase	1.0000
90	synonym_replacement	0.9984
90	homoglyphs	0.9999
90	article_deletion	0.9977
90	misspelling	0.9996
90	number_swap	0.9979
90	whitespace_addition	0.9993
90	upper_lower_swap	0.9995
90	zero_width_space	1.0000
90	insert_paragraphs	0.9957
90	alternative_spelling	0.9978
95	no_attack	0.9976
95	t5_paraphrase	1.0000
95	synonym_replacement	0.9984
95	homoglyphs	0.9998
95	article_deletion	0.9972
95	misspelling	0.9995
95	number_swap	0.9977
95	whitespace_addition	0.9993
95	upper_lower_swap	0.9990
95	zero_width_space	0.9999
95	insert_paragraphs	0.9946
95	alternative_spelling	0.9976
100	no_attack	0.9977
100	t5_paraphrase	1.0000
100	synonym_replacement	0.9981
100	homoglyphs	0.9993
100	article_deletion	0.9980
100	misspelling	0.9993
100	number_swap	0.9979
100	whitespace_addition	0.9992
100	upper_lower_swap	0.9974
100	zero_width_space	0.9990
100	insert_paragraphs	0.9963
100	alternative_spelling	0.9977
105	no_attack	0.9983
105	t5_paraphrase	1.0000
105	synonym_replacement	0.9979
105	homoglyphs	0.9989
105	article_deletion	0.9984
105	misspelling	0.9992
105	number_swap	0.9983
105	whitespace_addition	0.9992
105	upper_lower_swap	0.9978
105	zero_width_space	0.9989
105	insert_paragraphs	0.9973
105	alternative_spelling	0.9982
110	no_attack	0.9951
110	t5_paraphrase	1.0000
110	synonym_replacement	0.9983
110	homoglyphs	0.9985
110	article_deletion	0.9982
110	misspelling	0.9993
110	number_swap	0.9955
110	whitespace_addition	0.9983
110	upper_lower_swap	0.9964
110	zero_width_space	0.9980
110	insert_paragraphs	0.9943
110	alternative_spelling	0.9952
115	no_attack	0.9906
115	t5_paraphrase	0.9600
115	synonym_replacement	0.9957
115	homoglyphs	0.9962
115	article_deletion	0.9956
115	misspelling	0.9974
115	number_swap	0.9915
115	whitespace_addition	0.9970
115	upper_lower_swap	0.9931
115	zero_width_space	0.9954
115	insert_paragraphs	0.9902
115	alternative_spelling	0.9909
120	no_attack	0.9969
120	t5_paraphrase	1.0000
120	synonym_replacement	0.9958
120	homoglyphs	0.9977
120	article_deletion	0.9968
120	misspelling	0.9973
120	number_swap	0.9972
120	whitespace_addition	0.9990
120	upper_lower_swap	0.9965
120	zero_width_space	0.9976
120	insert_paragraphs	0.9960
120	alternative_spelling	0.9970
125	no_attack	0.9963
125	t5_paraphrase	1.0000
125	synonym_replacement	0.9955
125	homoglyphs	0.9978
125	article_deletion	0.9978
125	misspelling	0.9982
125	number_swap	0.9966
125	whitespace_addition	0.9989
125	upper_lower_swap	0.9956
125	zero_width_space	0.9973
125	insert_paragraphs	0.9957
125	alternative_spelling	0.9964
130	no_attack	0.9964
130	t5_paraphrase	1.0000
130	synonym_replacement	0.9973
130	homoglyphs	0.9986
130	article_deletion	0.9989
130	misspelling	0.9994
130	number_swap	0.9969
130	whitespace_addition	0.9991
130	upper_lower_swap	0.9966
130	zero_width_space	0.9976
130	insert_paragraphs	0.9968
130	alternative_spelling	0.9966
135	no_attack	0.9829
135	t5_paraphrase	1.0000
135	synonym_replacement	0.9906
135	homoglyphs	0.9914
135	article_deletion	0.9945
135	misspelling	0.9949
135	number_swap	0.9850
135	whitespace_addition	0.9924
135	upper_lower_swap	0.9888
135	zero_width_space	0.9906
135	insert_paragraphs	0.9883
135	alternative_spelling	0.9832
140	no_attack	0.9893
140	t5_paraphrase	0.9800
140	synonym_replacement	0.9920
140	homoglyphs	0.9947
140	article_deletion	0.9933
140	misspelling	0.9956
140	number_swap	0.9910
140	whitespace_addition	0.9959
140	upper_lower_swap	0.9913
140	zero_width_space	0.9930
140	insert_paragraphs	0.9906
140	alternative_spelling	0.9894
145	no_attack	0.9953
145	t5_paraphrase	1.0000
145	synonym_replacement	0.9950
145	homoglyphs	0.9968
145	article_deletion	0.9945
145	misspelling	0.9975
145	number_swap	0.9961
145	whitespace_addition	0.9979
145	upper_lower_swap	0.9940
145	zero_width_space	0.9953
145	insert_paragraphs	0.9939
145	alternative_spelling	0.9953
150	no_attack	0.9905
150	t5_paraphrase	1.0000
150	synonym_replacement	0.9894
150	homoglyphs	0.9906
150	article_deletion	0.9915
150	misspelling	0.9933
150	number_swap	0.9914
150	whitespace_addition	0.9918
150	upper_lower_swap	0.9869
150	zero_width_space	0.9881
150	insert_paragraphs	0.9898
150	alternative_spelling	0.9906
155	no_attack	0.9931
155	t5_paraphrase	1.0000
155	synonym_replacement	0.9934
155	homoglyphs	0.9943
155	article_deletion	0.9942
155	misspelling	0.9962
155	number_swap	0.9938
155	whitespace_addition	0.9949
155	upper_lower_swap	0.9905
155	zero_width_space	0.9913
155	insert_paragraphs	0.9918
155	alternative_spelling	0.9931
160	no_attack	0.9881
160	t5_paraphrase	1.0000
160	synonym_replacement	0.9917
160	homoglyphs	0.9926
160	article_deletion	0.9927
160	misspelling	0.9947
160	number_swap	0.9896
160	whitespace_addition	0.9925
160	upper_lower_swap	0.9887
160	zero_width_space	0.9899
160	insert_paragraphs	0.9886
160	alternative_spelling	0.9883
165	no_attack	0.9858
165	t5_paraphrase	0.9200
165	synonym_replacement	0.9801
165	homoglyphs	0.9896
165	article_deletion	0.9830
165	misspelling	0.9889
165	number_swap	0.9878
165	whitespace_addition	0.9898
165	upper_lower_swap	0.9763
165	zero_width_space	0.9827
165	insert_paragraphs	0.9796
165	alternative_spelling	0.9860
170	no_attack	0.9976
170	t5_paraphrase	0.9800
170	synonym_replacement	0.9976
170	homoglyphs	0.9990
170	article_deletion	0.9961
170	misspelling	0.9990
170	number_swap	0.9977
170	whitespace_addition	0.9984
170	upper_lower_swap	0.9962
170	zero_width_space	0.9979
170	insert_paragraphs	0.9940
170	alternative_spelling	0.9975
175	no_attack	0.9989
175	t5_paraphrase	1.0000
175	synonym_replacement	0.9992
175	homoglyphs	0.9992
175	article_deletion	0.9988
175	misspelling	0.9994
175	number_swap	0.9989
175	whitespace_addition	0.9993
175	upper_lower_swap	0.9987
175	zero_width_space	0.9992
175	insert_paragraphs	0.9973
175	alternative_spelling	0.9989
180	no_attack	0.9928
180	t5_paraphrase	0.9600
180	synonym_replacement	0.9937
180	homoglyphs	0.9970
180	article_deletion	0.9925
180	misspelling	0.9951
180	number_swap	0.9944
180	whitespace_addition	0.9980
180	upper_lower_swap	0.9928
180	zero_width_space	0.9962
180	insert_paragraphs	0.9929
180	alternative_spelling	0.9927
185	no_attack	0.9988
185	t5_paraphrase	1.0000
185	synonym_replacement	0.9991
185	homoglyphs	0.9995
185	article_deletion	0.9986
185	misspelling	0.9995
185	number_swap	0.9989
185	whitespace_addition	0.9994
185	upper_lower_swap	0.9988
185	zero_width_space	0.9991
185	insert_paragraphs	0.9980
185	alternative_spelling	0.9987
190	no_attack	0.9988
190	t5_paraphrase	1.0000
190	synonym_replacement	0.9992
190	homoglyphs	0.9995
190	article_deletion	0.9986
190	misspelling	0.9995
190	number_swap	0.9990
190	whitespace_addition	0.9994
190	upper_lower_swap	0.9988
190	zero_width_space	0.9991
190	insert_paragraphs	0.9980
190	alternative_spelling	0.9987
195	no_attack	0.9988
195	t5_paraphrase	1.0000
195	synonym_replacement	0.9992
195	homoglyphs	0.9995
195	article_deletion	0.9986
195	misspelling	0.9995
195	number_swap	0.9990
195	whitespace_addition	0.9994
195	upper_lower_swap	0.9988
195	zero_width_space	0.9991
195	insert_paragraphs	0.9982
195	alternative_spelling	0.9987
200	no_attack	0.9988
200	t5_paraphrase	1.0000
200	synonym_replacement	0.9991
200	homoglyphs	0.9995
200	article_deletion	0.9986
200	misspelling	0.9994
200	number_swap	0.9990
200	whitespace_addition	0.9994
200	upper_lower_swap	0.9988
200	zero_width_space	0.9991
200	insert_paragraphs	0.9980
200	alternative_spelling	0.9987
