step	generator	AUROC	TPR_at_1pct_FPR
60	gemini-pro	0.9968	0.8983
60	gemini-pro-paraphrase	0.9916	0.8429
60	gpt-3.5-turbo	0.9998	0.9900
60	gpt-4-turbo	0.9995	0.9841
60	gpt-4-turbo-paraphrase	0.9989	0.9661
60	gpt-4.5-preview	0.9896	0.8444
60	gpt-4o	0.9998	0.9904
60	gpt-4o-mini	0.9999	0.9953
60	llama-2-70b-chat	1.0000	1.0000
60	llama-2-7b-chat	0.9990	0.9722
60	llama-3.1-8b-instruct	0.9748	0.7911
60	llama-3.3-70b-instruct	0.9979	0.9630
60	ministral-8b-instruct-2410	0.9972	0.9424
60	mistral-7b-instruct-v0.2	0.9989	0.9412
60	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
60	o3-mini	0.9992	0.9773
60	qwen1.5-72b-chat-8bit	1.0000	1.0000
60	text-bison-002	0.9992	0.9710
60	MACRO_AVG	0.9951	0.9416
60	GLOBAL_TPR_AT_1FPR	-	0.9433
65	deepseek-r1-distill-qwen-32b	0.9987	0.9623
65	falcon3-10b-instruct	0.9984	0.9912
65	gemini-1.5-pro	0.9582	0.8138
65	gemini-2.0-flash	0.9960	0.9353
65	gemini-pro	0.9968	0.8983
65	gemini-pro-paraphrase	0.9916	0.8429
65	gpt-3.5-turbo	0.9998	0.9900
65	gpt-4-turbo	0.9995	0.9841
65	gpt-4-turbo-paraphrase	0.9989	0.9661
65	gpt-4.5-preview	0.9896	0.8444
