step	generator	AUROC	TPR_at_1pct_FPR
65	gpt-4o	0.9998	0.9904
65	gpt-4o-mini	0.9999	0.9953
65	llama-2-70b-chat	1.0000	1.0000
65	llama-2-7b-chat	0.9990	0.9722
65	llama-3.1-8b-instruct	0.9748	0.7911
65	llama-3.3-70b-instruct	0.9979	0.9630
65	ministral-8b-instruct-2410	0.9972	0.9424
65	mistral-7b-instruct-v0.2	0.9989	0.9412
65	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
65	o3-mini	0.9992	0.9773
65	qwen1.5-72b-chat-8bit	1.0000	1.0000
65	text-bison-002	0.9992	0.9710
65	MACRO_AVG	0.9951	0.9416
65	GLOBAL_TPR_AT_1FPR	-	0.9433
70	deepseek-r1-distill-qwen-32b	0.9987	0.9623
70	falcon3-10b-instruct	0.9984	0.9912
70	gemini-1.5-pro	0.9582	0.8138
70	gemini-2.0-flash	0.9960	0.9353
70	gemini-pro	0.9968	0.8983
70	gemini-pro-paraphrase	0.9916	0.8429
70	gpt-3.5-turbo	0.9998	0.9900
70	gpt-4-turbo	0.9995	0.9841
70	gpt-4-turbo-paraphrase	0.9989	0.9661
70	gpt-4.5-preview	0.9896	0.8444
70	gpt-4o	0.9998	0.9904
70	gpt-4o-mini	0.9999	0.9953
70	llama-2-70b-chat	1.0000	1.0000
70	llama-2-7b-chat	0.9990	0.9722
70	llama-3.1-8b-instruct	0.9748	0.7911
70	llama-3.3-70b-instruct	0.9979	0.9630
70	ministral-8b-instruct-2410	0.9972	0.9424
70	mistral-7b-instruct-v0.2	0.9989	0.9412
70	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
70	o3-mini	0.9992	0.9773
70	qwen1.5-72b-chat-8bit	1.0000	1.0000
70	text-bison-002	0.9992	0.9710
70	MACRO_AVG	0.9951	0.9416
70	GLOBAL_TPR_AT_1FPR	-	0.9433
75	deepseek-r1-distill-qwen-32b	0.9987	0.9623
75	falcon3-10b-instruct	0.9984	0.9912
75	gemini-1.5-pro	0.9582	0.8138
75	gemini-2.0-flash	0.9960	0.9353
75	gemini-pro	0.9968	0.8983
75	gemini-pro-paraphrase	0.9916	0.8429
75	gpt-3.5-turbo	0.9998	0.9900
75	gpt-4-turbo	0.9995	0.9841
75	gpt-4-turbo-paraphrase	0.9989	0.9661
75	gpt-4.5-preview	0.9896	0.8444
75	gpt-4o	0.9998	0.9904
75	gpt-4o-mini	0.9999	0.9953
75	llama-2-70b-chat	1.0000	1.0000
75	llama-2-7b-chat	0.9990	0.9722
75	llama-3.1-8b-instruct	0.9748	0.7911
75	llama-3.3-70b-instruct	0.9979	0.9630
75	ministral-8b-instruct-2410	0.9972	0.9424
75	mistral-7b-instruct-v0.2	0.9989	0.9412
75	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
75	o3-mini	0.9992	0.9773
75	qwen1.5-72b-chat-8bit	1.0000	1.0000
75	text-bison-002	0.9992	0.9710
75	MACRO_AVG	0.9951	0.9416
75	GLOBAL_TPR_AT_1FPR	-	0.9433
80	deepseek-r1-distill-qwen-32b	0.9987	0.9623
80	falcon3-10b-instruct	0.9984	0.9912
80	gemini-1.5-pro	0.9582	0.8138
80	gemini-2.0-flash	0.9960	0.9353
80	gemini-pro	0.9968	0.8983
80	gemini-pro-paraphrase	0.9916	0.8429
80	gpt-3.5-turbo	0.9998	0.9900
80	gpt-4-turbo	0.9995	0.9841
80	gpt-4-turbo-paraphrase	0.9989	0.9661
80	gpt-4.5-preview	0.9896	0.8444
80	gpt-4o	0.9998	0.9904
80	gpt-4o-mini	0.9999	0.9953
80	llama-2-70b-chat	1.0000	1.0000
80	llama-2-7b-chat	0.9990	0.9722
80	llama-3.1-8b-instruct	0.9748	0.7911
80	llama-3.3-70b-instruct	0.9979	0.9630
80	ministral-8b-instruct-2410	0.9972	0.9424
80	mistral-7b-instruct-v0.2	0.9989	0.9412
80	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
80	o3-mini	0.9992	0.9773
80	qwen1.5-72b-chat-8bit	1.0000	1.0000
80	text-bison-002	0.9992	0.9710
80	MACRO_AVG	0.9951	0.9416
80	GLOBAL_TPR_AT_1FPR	-	0.9433
85	deepseek-r1-distill-qwen-32b	0.9987	0.9623
85	falcon3-10b-instruct	0.9984	0.9912
85	gemini-1.5-pro	0.9582	0.8138
85	gemini-2.0-flash	0.9960	0.9353
85	gemini-pro	0.9968	0.8983
85	gemini-pro-paraphrase	0.9916	0.8429
85	gpt-3.5-turbo	0.9998	0.9900
85	gpt-4-turbo	0.9995	0.9841
85	gpt-4-turbo-paraphrase	0.9989	0.9661
85	gpt-4.5-preview	0.9896	0.8444
85	gpt-4o	0.9998	0.9904
85	gpt-4o-mini	0.9999	0.9953
85	llama-2-70b-chat	1.0000	1.0000
85	llama-2-7b-chat	0.9990	0.9722
85	llama-3.1-8b-instruct	0.9748	0.7911
85	llama-3.3-70b-instruct	0.9979	0.9630
85	ministral-8b-instruct-2410	0.9972	0.9424
85	mistral-7b-instruct-v0.2	0.9989	0.9412
85	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
85	o3-mini	0.9992	0.9773
85	qwen1.5-72b-chat-8bit	1.0000	1.0000
85	text-bison-002	0.9992	0.9710
85	MACRO_AVG	0.9951	0.9416
85	GLOBAL_TPR_AT_1FPR	-	0.9433
90	deepseek-r1-distill-qwen-32b	0.9987	0.9623
90	falcon3-10b-instruct	0.9984	0.9912
90	gemini-1.5-pro	0.9582	0.8138
90	gemini-2.0-flash	0.9960	0.9353
90	gemini-pro	0.9968	0.8983
90	gemini-pro-paraphrase	0.9916	0.8429
90	gpt-3.5-turbo	0.9998	0.9900
90	gpt-4-turbo	0.9995	0.9841
90	gpt-4-turbo-paraphrase	0.9989	0.9661
90	gpt-4.5-preview	0.9896	0.8444
90	gpt-4o	0.9998	0.9904
90	gpt-4o-mini	0.9999	0.9953
90	llama-2-70b-chat	1.0000	1.0000
90	llama-2-7b-chat	0.9990	0.9722
90	llama-3.1-8b-instruct	0.9748	0.7911
90	llama-3.3-70b-instruct	0.9979	0.9630
90	ministral-8b-instruct-2410	0.9972	0.9424
90	mistral-7b-instruct-v0.2	0.9989	0.9412
90	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
90	o3-mini	0.9992	0.9773
90	qwen1.5-72b-chat-8bit	1.0000	1.0000
90	text-bison-002	0.9992	0.9710
90	MACRO_AVG	0.9951	0.9416
90	GLOBAL_TPR_AT_1FPR	-	0.9433
95	deepseek-r1-distill-qwen-32b	0.9987	0.9623
95	falcon3-10b-instruct	0.9984	0.9912
95	gemini-1.5-pro	0.9582	0.8138
95	gemini-2.0-flash	0.9960	0.9353
95	gemini-pro	0.9968	0.8983
95	gemini-pro-paraphrase	0.9916	0.8429
95	gpt-3.5-turbo	0.9998	0.9900
95	gpt-4-turbo	0.9995	0.9841
95	gpt-4-turbo-paraphrase	0.9989	0.9661
95	gpt-4.5-preview	0.9896	0.8444
95	gpt-4o	0.9998	0.9904
95	gpt-4o-mini	0.9999	0.9953
95	llama-2-70b-chat	1.0000	1.0000
95	llama-2-7b-chat	0.9990	0.9722
95	llama-3.1-8b-instruct	0.9748	0.7911
95	llama-3.3-70b-instruct	0.9979	0.9630
95	ministral-8b-instruct-2410	0.9972	0.9424
95	mistral-7b-instruct-v0.2	0.9989	0.9412
95	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
95	o3-mini	0.9992	0.9773
95	qwen1.5-72b-chat-8bit	1.0000	1.0000
95	text-bison-002	0.9992	0.9710
95	MACRO_AVG	0.9951	0.9416
95	GLOBAL_TPR_AT_1FPR	-	0.9433
100	deepseek-r1-distill-qwen-32b	0.9987	0.9623
100	falcon3-10b-instruct	0.9984	0.9912
100	gemini-1.5-pro	0.9582	0.8138
100	gemini-2.0-flash	0.9960	0.9353
100	gemini-pro	0.9968	0.8983
100	gemini-pro-paraphrase	0.9916	0.8429
100	gpt-3.5-turbo	0.9998	0.9900
100	gpt-4-turbo	0.9995	0.9841
100	gpt-4-turbo-paraphrase	0.9989	0.9661
100	gpt-4.5-preview	0.9896	0.8444
100	gpt-4o	0.9998	0.9904
100	gpt-4o-mini	0.9999	0.9953
100	llama-2-70b-chat	1.0000	1.0000
100	llama-2-7b-chat	0.9990	0.9722
100	llama-3.1-8b-instruct	0.9748	0.7911
100	llama-3.3-70b-instruct	0.9979	0.9630
100	ministral-8b-instruct-2410	0.9972	0.9424
100	mistral-7b-instruct-v0.2	0.9989	0.9412
100	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
100	o3-mini	0.9992	0.9773
100	qwen1.5-72b-chat-8bit	1.0000	1.0000
100	text-bison-002	0.9992	0.9710
100	MACRO_AVG	0.9951	0.9416
100	GLOBAL_TPR_AT_1FPR	-	0.9433
105	deepseek-r1-distill-qwen-32b	0.9987	0.9623
105	falcon3-10b-instruct	0.9984	0.9912
105	gemini-1.5-pro	0.9582	0.8138
105	gemini-2.0-flash	0.9960	0.9353
105	gemini-pro	0.9968	0.8983
105	gemini-pro-paraphrase	0.9916	0.8429
105	gpt-3.5-turbo	0.9998	0.9900
105	gpt-4-turbo	0.9995	0.9841
105	gpt-4-turbo-paraphrase	0.9989	0.9661
105	gpt-4.5-preview	0.9896	0.8444
105	gpt-4o	0.9998	0.9904
105	gpt-4o-mini	0.9999	0.9953
105	llama-2-70b-chat	1.0000	1.0000
105	llama-2-7b-chat	0.9990	0.9722
105	llama-3.1-8b-instruct	0.9748	0.7911
105	llama-3.3-70b-instruct	0.9979	0.9630
105	ministral-8b-instruct-2410	0.9972	0.9424
105	mistral-7b-instruct-v0.2	0.9989	0.9412
105	mixtral-8x7b-instruct-v0.1	0.9980	0.9429
105	o3-mini	0.9992	0.9773
105	qwen1.5-72b-chat-8bit	1.0000	1.0000
105	text-bison-002	0.9992	0.9710
105	MACRO_AVG	0.9951	0.9416
105	GLOBAL_TPR_AT_1FPR	-	0.9433
110	deepseek-r1-distill-qwen-32b	0.9987	0.9623
110	falcon3-10b-instruct	0.9984	0.9912
110	gemini-1.5-pro	0.9582	0.8138
110	gemini-2.0-flash	0.9960	0.9353
110	gemini-pro	0.9968	0.8983
110	gemini-pro-paraphrase	0.9916	0.8429
110	gpt-3.5-turbo	0.9998	0.9900
110	gpt-4-turbo	0.9995	0.9841
