step	attack	AUROC
35	homoglyphs	0.9999
35	article_deletion	0.9955
35	misspelling	0.9963
35	number_swap	0.9934
35	whitespace_addition	0.9964
35	upper_lower_swap	0.9990
35	zero_width_space	0.9992
35	insert_paragraphs	0.9935
35	alternative_spelling	0.9934
40	no_attack	0.9935
40	t5_paraphrase	0.8800
40	synonym_replacement	0.9898
40	homoglyphs	0.9994
40	article_deletion	0.9951
40	misspelling	0.9964
40	number_swap	0.9936
40	whitespace_addition	0.9969
40	upper_lower_swap	0.9988
40	zero_width_space	0.9987
40	insert_paragraphs	0.9936
40	alternative_spelling	0.9936
45	no_attack	0.9935
45	t5_paraphrase	0.8800
45	synonym_replacement	0.9903
45	homoglyphs	0.9995
45	article_deletion	0.9951
45	misspelling	0.9965
45	number_swap	0.9936
45	whitespace_addition	0.9969
45	upper_lower_swap	0.9988
45	zero_width_space	0.9988
45	insert_paragraphs	0.9936
45	alternative_spelling	0.9937
50	no_attack	0.9935
50	t5_paraphrase	0.8800
50	synonym_replacement	0.9900
50	homoglyphs	0.9995
50	article_deletion	0.9951
50	misspelling	0.9964
50	number_swap	0.9936
50	whitespace_addition	0.9968
50	upper_lower_swap	0.9988
50	zero_width_space	0.9987
50	insert_paragraphs	0.9938
50	alternative_spelling	0.9937
55	no_attack	0.9935
55	t5_paraphrase	0.8800
55	synonym_replacement	0.9905
55	homoglyphs	0.9995
55	article_deletion	0.9952
55	misspelling	0.9964
55	number_swap	0.9936
55	whitespace_addition	0.9969
55	upper_lower_swap	0.9988
55	zero_width_space	0.9987
55	insert_paragraphs	0.9938
55	alternative_spelling	0.9936
60	no_attack	0.9935
60	t5_paraphrase	0.8800
60	synonym_replacement	0.9908
60	homoglyphs	0.9995
60	article_deletion	0.9952
60	misspelling	0.9964
60	number_swap	0.9936
60	whitespace_addition	0.9969
60	upper_lower_swap	0.9988
60	zero_width_space	0.9987
60	insert_paragraphs	0.9939
60	alternative_spelling	0.9936
65	no_attack	0.9935
65	t5_paraphrase	0.8800
65	synonym_replacement	0.9900
65	homoglyphs	0.9995
65	article_deletion	0.9952
65	misspelling	0.9966
65	number_swap	0.9935
65	whitespace_addition	0.9969
65	upper_lower_swap	0.9988
65	zero_width_space	0.9986
65	insert_paragraphs	0.9936
65	alternative_spelling	0.9936
70	no_attack	0.9935
70	t5_paraphrase	0.8800
70	synonym_replacement	0.9910
70	homoglyphs	0.9995
70	article_deletion	0.9951
70	misspelling	0.9965
70	number_swap	0.9936
70	whitespace_addition	0.9968
70	upper_lower_swap	0.9989
70	zero_width_space	0.9988
70	insert_paragraphs	0.9938
70	alternative_spelling	0.9936
75	no_attack	0.9935
75	t5_paraphrase	0.8800
75	synonym_replacement	0.9905
75	homoglyphs	0.9995
75	article_deletion	0.9952
75	misspelling	0.9966
75	number_swap	0.9936
75	whitespace_addition	0.9969
75	upper_lower_swap	0.9988
75	zero_width_space	0.9986
75	insert_paragraphs	0.9934
75	alternative_spelling	0.9936
80	no_attack	0.9935
80	t5_paraphrase	0.8800
80	synonym_replacement	0.9900
80	homoglyphs	0.9995
80	article_deletion	0.9951
80	misspelling	0.9966
80	number_swap	0.9936
80	whitespace_addition	0.9968
80	upper_lower_swap	0.9988
80	zero_width_space	0.9987
80	insert_paragraphs	0.9938
80	alternative_spelling	0.9937
85	no_attack	0.9935
85	t5_paraphrase	0.8800
85	synonym_replacement	0.9906
85	homoglyphs	0.9995
85	article_deletion	0.9952
85	misspelling	0.9965
85	number_swap	0.9936
85	whitespace_addition	0.9969
85	upper_lower_swap	0.9988
85	zero_width_space	0.9988
85	insert_paragraphs	0.9938
85	alternative_spelling	0.9937
90	no_attack	0.9935
90	t5_paraphrase	0.8800
90	synonym_replacement	0.9907
90	homoglyphs	0.9994
90	article_deletion	0.9951
90	misspelling	0.9965
90	number_swap	0.9936
90	whitespace_addition	0.9968
90	upper_lower_swap	0.9988
90	zero_width_space	0.9987
90	insert_paragraphs	0.9936
90	alternative_spelling	0.9937
95	no_attack	0.9935
95	t5_paraphrase	0.8800
95	synonym_replacement	0.9906
95	homoglyphs	0.9994
95	article_deletion	0.9952
95	misspelling	0.9963
95	number_swap	0.9936
95	whitespace_addition	0.9968
95	upper_lower_swap	0.9988
95	zero_width_space	0.9986
95	insert_paragraphs	0.9937
95	alternative_spelling	0.9936
100	no_attack	0.9935
100	t5_paraphrase	0.8800
100	synonym_replacement	0.9905
100	homoglyphs	0.9995
100	article_deletion	0.9951
100	misspelling	0.9963
100	number_swap	0.9935
100	whitespace_addition	0.9969
100	upper_lower_swap	0.9988
100	zero_width_space	0.9987
100	insert_paragraphs	0.9939
100	alternative_spelling	0.9936
105	no_attack	0.9935
105	t5_paraphrase	0.8800
105	synonym_replacement	0.9897
105	homoglyphs	0.9995
105	article_deletion	0.9951
105	misspelling	0.9965
105	number_swap	0.9936
105	whitespace_addition	0.9969
105	upper_lower_swap	0.9988
105	zero_width_space	0.9987
105	insert_paragraphs	0.9938
105	alternative_spelling	0.9936
110	no_attack	0.9935
110	t5_paraphrase	0.8800
110	synonym_replacement	0.9899
110	homoglyphs	0.9994
110	article_deletion	0.9952
110	misspelling	0.9965
110	number_swap	0.9936
110	whitespace_addition	0.9968
110	upper_lower_swap	0.9987
110	zero_width_space	0.9988
110	insert_paragraphs	0.9938
110	alternative_spelling	0.9936
115	no_attack	0.9935
115	t5_paraphrase	0.8800
115	synonym_replacement	0.9903
115	homoglyphs	0.9995
115	article_deletion	0.9951
115	misspelling	0.9964
115	number_swap	0.9936
115	whitespace_addition	0.9969
115	upper_lower_swap	0.9988
115	zero_width_space	0.9986
115	insert_paragraphs	0.9936
115	alternative_spelling	0.9937
120	no_attack	0.9935
120	t5_paraphrase	0.8800
120	synonym_replacement	0.9903
120	homoglyphs	0.9994
120	article_deletion	0.9952
120	misspelling	0.9964
120	number_swap	0.9936
120	whitespace_addition	0.9968
120	upper_lower_swap	0.9988
120	zero_width_space	0.9988
120	insert_paragraphs	0.9939
120	alternative_spelling	0.9936
125	no_attack	0.9935
125	t5_paraphrase	0.8800
125	synonym_replacement	0.9903
125	homoglyphs	0.9994
125	article_deletion	0.9951
125	misspelling	0.9965
125	number_swap	0.9936
125	whitespace_addition	0.9970
125	upper_lower_swap	0.9988
125	zero_width_space	0.9988
125	insert_paragraphs	0.9937
125	alternative_spelling	0.9936
130	no_attack	0.9935
130	t5_paraphrase	0.8800
130	synonym_replacement	0.9900
130	homoglyphs	0.9995
130	article_deletion	0.9952
130	misspelling	0.9965
130	number_swap	0.9936
130	whitespace_addition	0.9969
130	upper_lower_swap	0.9988
130	zero_width_space	0.9987
130	insert_paragraphs	0.9937
130	alternative_spelling	0.9937
135	no_attack	0.9935
135	t5_paraphrase	0.8800
135	synonym_replacement	0.9890
135	homoglyphs	0.9994
135	article_deletion	0.9952
135	misspelling	0.9964
135	number_swap	0.9936
135	whitespace_addition	0.9969
135	upper_lower_swap	0.9988
135	zero_width_space	0.9988
135	insert_paragraphs	0.9936
135	alternative_spelling	0.9936
140	no_attack	0.9935
140	t5_paraphrase	0.8800
140	synonym_replacement	0.9901
140	homoglyphs	0.9994
140	article_deletion	0.9952
140	misspelling	0.9965
140	number_swap	0.9936
140	whitespace_addition	0.9968
140	upper_lower_swap	0.9989
140	zero_width_space	0.9987
140	insert_paragraphs	0.9938
140	alternative_spelling	0.9936
145	no_attack	0.9935
145	t5_paraphrase	0.8800
145	synonym_replacement	0.9914
145	homoglyphs	0.9993
145	article_deletion	0.9951
145	misspelling	0.9964
145	number_swap	0.9936
145	whitespace_addition	0.9970
145	upper_lower_swap	0.9988
145	zero_width_space	0.9988
145	insert_paragraphs	0.9938
145	alternative_spelling	0.9937
150	no_attack	0.9935
150	t5_paraphrase	0.8800
150	synonym_replacement	0.9899
150	homoglyphs	0.9994
150	article_deletion	0.9952
150	misspelling	0.9964
150	number_swap	0.9936
150	whitespace_addition	0.9969
150	upper_lower_swap	0.9989
150	zero_width_space	0.9987
150	insert_paragraphs	0.9937
150	alternative_spelling	0.9937
155	no_attack	0.9935
155	t5_paraphrase	0.8800
155	synonym_replacement	0.9908
155	homoglyphs	0.9994
155	article_deletion	0.9952
155	misspelling	0.9965
155	number_swap	0.9936
155	whitespace_addition	0.9969
155	upper_lower_swap	0.9988
155	zero_width_space	0.9988
155	insert_paragraphs	0.9939
155	alternative_spelling	0.9936
160	no_attack	0.9935
160	t5_paraphrase	0.8800
160	synonym_replacement	0.9903
160	homoglyphs	0.9995
160	article_deletion	0.9951
160	misspelling	0.9966
160	number_swap	0.9936
160	whitespace_addition	0.9969
160	upper_lower_swap	0.9988
160	zero_width_space	0.9987
160	insert_paragraphs	0.9938
160	alternative_spelling	0.9936
165	no_attack	0.9935
165	t5_paraphrase	0.8800
165	synonym_replacement	0.9901
165	homoglyphs	0.9994
165	article_deletion	0.9951
165	misspelling	0.9965
165	number_swap	0.9936
165	whitespace_addition	0.9969
165	upper_lower_swap	0.9989
165	zero_width_space	0.9986
165	insert_paragraphs	0.9938
165	alternative_spelling	0.9936
