step	attack	AUROC
180	no_attack	0.9587
180	t5_paraphrase	0.8600
180	synonym_replacement	0.9659
180	homoglyphs	0.9664
180	article_deletion	0.9638
180	misspelling	0.9636
180	number_swap	0.9604
180	whitespace_addition	0.9678
180	upper_lower_swap	0.9621
180	zero_width_space	0.9627
180	insert_paragraphs	0.9613
180	alternative_spelling	0.9582
185	no_attack	0.9729
185	t5_paraphrase	0.9600
185	synonym_replacement	0.9774
185	homoglyphs	0.9800
185	article_deletion	0.9764
185	misspelling	0.9774
185	number_swap	0.9742
185	whitespace_addition	0.9784
185	upper_lower_swap	0.9761
185	zero_width_space	0.9763
185	insert_paragraphs	0.9728
185	alternative_spelling	0.9726
190	no_attack	0.9775
190	t5_paraphrase	0.9600
190	synonym_replacement	0.9823
190	homoglyphs	0.9856
190	article_deletion	0.9797
190	misspelling	0.9814
190	number_swap	0.9782
190	whitespace_addition	0.9825
190	upper_lower_swap	0.9831
190	zero_width_space	0.9842
190	insert_paragraphs	0.9777
190	alternative_spelling	0.9774
195	no_attack	0.9735
195	t5_paraphrase	0.9600
195	synonym_replacement	0.9807
195	homoglyphs	0.9824
195	article_deletion	0.9781
195	misspelling	0.9790
195	number_swap	0.9747
195	whitespace_addition	0.9789
195	upper_lower_swap	0.9794
195	zero_width_space	0.9801
195	insert_paragraphs	0.9749
195	alternative_spelling	0.9733
200	no_attack	0.9772
200	t5_paraphrase	0.9800
200	synonym_replacement	0.9813
200	homoglyphs	0.9846
200	article_deletion	0.9800
200	misspelling	0.9810
200	number_swap	0.9785
200	whitespace_addition	0.9830
200	upper_lower_swap	0.9809
200	zero_width_space	0.9828
200	insert_paragraphs	0.9786
200	alternative_spelling	0.9770
