step	generator	AUROC	TPR_at_1pct_FPR
65	mistral-chat	0.9734	0.7630
65	mpt	0.9555	0.5049
65	mpt-chat	0.9659	0.6299
65	MACRO_AVG	0.9684	0.7195
65	GLOBAL_TPR_AT_1FPR	-	0.7119
70	chatgpt	0.9767	0.6936
70	cohere	0.9509	0.6189
70	cohere-chat	0.9716	0.6582
70	gpt2	0.9617	0.6370
70	gpt3	0.9720	0.6242
70	gpt4	0.9854	0.8063
70	llama-chat	0.9762	0.7540
70	mistral	0.9523	0.5811
70	mistral-chat	0.9721	0.6755
70	mpt	0.9518	0.3668
70	mpt-chat	0.9635	0.4884
70	MACRO_AVG	0.9667	0.6276
70	GLOBAL_TPR_AT_1FPR	-	0.6160
75	chatgpt	0.9722	0.6747
75	cohere	0.9476	0.6121
75	cohere-chat	0.9671	0.6088
75	gpt2	0.9575	0.6347
75	gpt3	0.9651	0.5925
75	gpt4	0.9828	0.7414
75	llama-chat	0.9714	0.7321
75	mistral	0.9492	0.5909
75	mistral-chat	0.9665	0.6574
75	mpt	0.9503	0.4091
75	mpt-chat	0.9571	0.4499
75	MACRO_AVG	0.9624	0.6094
75	GLOBAL_TPR_AT_1FPR	-	0.5770
80	chatgpt	0.9745	0.7019
80	cohere	0.9541	0.6445
80	cohere-chat	0.9727	0.7062
80	gpt2	0.9593	0.6483
80	gpt3	0.9667	0.6279
80	gpt4	0.9848	0.8322
80	llama-chat	0.9729	0.7434
80	mistral	0.9517	0.6075
80	mistral-chat	0.9667	0.6762
80	mpt	0.9512	0.4204
80	mpt-chat	0.9563	0.5527
80	MACRO_AVG	0.9646	0.6510
80	GLOBAL_TPR_AT_1FPR	-	0.6646
85	chatgpt	0.9487	0.6008
85	cohere	0.9307	0.5457
85	cohere-chat	0.9565	0.5706
85	gpt2	0.9367	0.5487
85	gpt3	0.9359	0.5026
85	gpt4	0.9706	0.6782
85	llama-chat	0.9478	0.6257
85	mistral	0.9285	0.5555
85	mistral-chat	0.9378	0.5925
85	mpt	0.9182	0.3879
85	mpt-chat	0.9362	0.4285
85	MACRO_AVG	0.9407	0.5488
85	GLOBAL_TPR_AT_1FPR	-	0.5441
90	chatgpt	0.9579	0.6498
90	cohere	0.9345	0.5751
90	cohere-chat	0.9608	0.6198
90	gpt2	0.9464	0.5411
90	gpt3	0.9486	0.5019
90	gpt4	0.9776	0.7920
90	llama-chat	0.9563	0.6891
90	mistral	0.9361	0.5426
90	mistral-chat	0.9504	0.6196
90	mpt	0.9351	0.3464
90	mpt-chat	0.9530	0.4499
90	MACRO_AVG	0.9506	0.5752
90	GLOBAL_TPR_AT_1FPR	-	0.5850
95	chatgpt	0.9733	0.8272
95	cohere	0.9509	0.7306
95	cohere-chat	0.9733	0.8033
95	gpt2	0.9601	0.7472
95	gpt3	0.9670	0.7502
95	gpt4	0.9853	0.8975
95	llama-chat	0.9713	0.8106
95	mistral	0.9523	0.6860
95	mistral-chat	0.9662	0.7887
95	mpt	0.9539	0.5630
95	mpt-chat	0.9698	0.7080
95	MACRO_AVG	0.9658	0.7557
95	GLOBAL_TPR_AT_1FPR	-	0.7668
100	chatgpt	0.9608	0.7479
100	cohere	0.9490	0.7230
100	cohere-chat	0.9726	0.7688
100	gpt2	0.9549	0.7147
100	gpt3	0.9566	0.7147
100	gpt4	0.9749	0.8248
100	llama-chat	0.9605	0.7751
100	mistral	0.9491	0.6800
100	mistral-chat	0.9530	0.7464
100	mpt	0.9441	0.5109
100	mpt-chat	0.9592	0.6621
100	MACRO_AVG	0.9577	0.7153
100	GLOBAL_TPR_AT_1FPR	-	0.7142
105	chatgpt	0.9724	0.8242
105	cohere	0.9534	0.7336
105	cohere-chat	0.9731	0.7712
105	gpt2	0.9640	0.7547
105	gpt3	0.9682	0.7396
105	gpt4	0.9839	0.8808
105	llama-chat	0.9708	0.8106
105	mistral	0.9567	0.6996
105	mistral-chat	0.9672	0.7826
105	mpt	0.9557	0.5411
105	mpt-chat	0.9694	0.6958
105	MACRO_AVG	0.9668	0.7485
105	GLOBAL_TPR_AT_1FPR	-	0.7512
110	chatgpt	0.9553	0.2589
110	cohere	0.9347	0.2475
110	cohere-chat	0.9598	0.2706
110	gpt2	0.9476	0.3132
110	gpt3	0.9523	0.1781
110	gpt4	0.9684	0.2449
110	llama-chat	0.9517	0.2181
110	mistral	0.9433	0.3864
110	mistral-chat	0.9512	0.2475
110	mpt	0.9372	0.2362
110	mpt-chat	0.9581	0.2080
110	MACRO_AVG	0.9509	0.2554
110	GLOBAL_TPR_AT_1FPR	-	0.2656
115	chatgpt	0.9707	0.6657
115	cohere	0.9553	0.5955
115	cohere-chat	0.9760	0.6546
115	gpt2	0.9630	0.6543
115	gpt3	0.9682	0.6415
115	gpt4	0.9797	0.6180
115	llama-chat	0.9683	0.5955
115	mistral	0.9587	0.6408
115	mistral-chat	0.9654	0.6574
115	mpt	0.9533	0.4657
115	mpt-chat	0.9685	0.5900
115	MACRO_AVG	0.9661	0.6163
115	GLOBAL_TPR_AT_1FPR	-	0.6129
120	chatgpt	0.9639	0.6581
120	cohere	0.9482	0.5796
120	cohere-chat	0.9712	0.6251
120	gpt2	0.9580	0.6317
120	gpt3	0.9604	0.6068
120	gpt4	0.9761	0.5736
120	llama-chat	0.9608	0.5660
120	mistral	0.9533	0.6317
120	mistral-chat	0.9587	0.6415
120	mpt	0.9476	0.4762
120	mpt-chat	0.9671	0.5858
120	MACRO_AVG	0.9605	0.5978
120	GLOBAL_TPR_AT_1FPR	-	0.5995
125	chatgpt	0.9725	0.7804
125	cohere	0.9548	0.6619
125	cohere-chat	0.9756	0.7426
125	gpt2	0.9657	0.7072
125	gpt3	0.9690	0.6913
125	gpt4	0.9828	0.7676
125	llama-chat	0.9702	0.7306
125	mistral	0.9599	0.6657
125	mistral-chat	0.9673	0.7411
125	mpt	0.9571	0.5102
125	mpt-chat	0.9740	0.6967
125	MACRO_AVG	0.9681	0.6996
125	GLOBAL_TPR_AT_1FPR	-	0.7175
130	chatgpt	0.9708	0.6430
130	cohere	0.9536	0.5026
130	cohere-chat	0.9722	0.5805
130	gpt2	0.9639	0.5283
130	gpt3	0.9654	0.5011
130	gpt4	0.9803	0.5644
130	llama-chat	0.9682	0.5517
130	mistral	0.9587	0.5374
130	mistral-chat	0.9661	0.5962
130	mpt	0.9546	0.3842
130	mpt-chat	0.9690	0.5286
130	MACRO_AVG	0.9657	0.5380
130	GLOBAL_TPR_AT_1FPR	-	0.5588
135	chatgpt	0.9743	0.7842
135	cohere	0.9581	0.6634
135	cohere-chat	0.9756	0.7110
135	gpt2	0.9669	0.6717
135	gpt3	0.9691	0.6800
135	gpt4	0.9846	0.8135
135	llama-chat	0.9726	0.7811
135	mistral	0.9603	0.6272
135	mistral-chat	0.9700	0.7396
135	mpt	0.9576	0.4815
135	mpt-chat	0.9717	0.6386
135	MACRO_AVG	0.9692	0.6902
135	GLOBAL_TPR_AT_1FPR	-	0.6886
140	chatgpt	0.9430	0.6898
140	cohere	0.9499	0.6279
140	cohere-chat	0.9728	0.7241
140	gpt2	0.9573	0.6702
140	gpt3	0.9473	0.6551
140	gpt4	0.9593	0.7458
140	llama-chat	0.9537	0.7245
140	mistral	0.9514	0.6008
140	mistral-chat	0.9458	0.6830
140	mpt	0.9474	0.4838
140	mpt-chat	0.9575	0.6350
140	MACRO_AVG	0.9532	0.6582
140	GLOBAL_TPR_AT_1FPR	-	0.6741
145	chatgpt	0.9636	0.6566
145	cohere	0.9465	0.5087
145	cohere-chat	0.9683	0.5396
145	gpt2	0.9567	0.5321
145	gpt3	0.9582	0.4996
145	gpt4	0.9778	0.5402
145	llama-chat	0.9614	0.5947
145	mistral	0.9499	0.5185
145	mistral-chat	0.9593	0.6053
145	mpt	0.9450	0.3411
145	mpt-chat	0.9663	0.4902
145	MACRO_AVG	0.9593	0.5297
145	GLOBAL_TPR_AT_1FPR	-	0.5207
150	chatgpt	0.9830	0.8385
150	cohere	0.9647	0.7826
150	cohere-chat	0.9806	0.8474
150	gpt2	0.9772	0.8385
150	gpt3	0.9799	0.8204
150	gpt4	0.9882	0.8993
150	llama-chat	0.9812	0.8558
150	mistral	0.9720	0.7819
150	mistral-chat	0.9788	0.8257
150	mpt	0.9738	0.7849
150	mpt-chat	0.9813	0.7884
150	MACRO_AVG	0.9782	0.8240
150	GLOBAL_TPR_AT_1FPR	-	0.8165
155	chatgpt	0.9677	0.6687
155	cohere	0.9509	0.5434
155	cohere-chat	0.9707	0.4756
155	gpt2	0.9619	0.5992
155	gpt3	0.9633	0.5464
155	gpt4	0.9772	0.4079
155	llama-chat	0.9649	0.5774
155	mistral	0.9574	0.5872
155	mistral-chat	0.9628	0.6242
155	mpt	0.9555	0.4755
155	mpt-chat	0.9693	0.4884
155	MACRO_AVG	0.9638	0.5449
155	GLOBAL_TPR_AT_1FPR	-	0.4704
160	chatgpt	0.9661	0.4106
160	cohere	0.9506	0.3381
160	cohere-chat	0.9707	0.3376
160	gpt2	0.9605	0.4023
160	gpt3	0.9618	0.2762
160	gpt4	0.9744	0.2229
160	llama-chat	0.9629	0.2906
160	mistral	0.9568	0.4174
160	mistral-chat	0.9614	0.3479
160	mpt	0.9551	0.3721
160	mpt-chat	0.9694	0.3760
160	MACRO_AVG	0.9627	0.3447
160	GLOBAL_TPR_AT_1FPR	-	0.3351
165	chatgpt	0.9791	0.7940
165	cohere	0.9627	0.7253
165	cohere-chat	0.9802	0.7616
165	gpt2	0.9723	0.7623
165	gpt3	0.9759	0.7555
165	gpt4	0.9843	0.7390
165	llama-chat	0.9768	0.7970
165	mistral	0.9674	0.7208
165	mistral-chat	0.9743	0.7819
165	mpt	0.9685	0.6694
165	mpt-chat	0.9791	0.7321
165	MACRO_AVG	0.9746	0.7490
165	GLOBAL_TPR_AT_1FPR	-	0.7259
170	chatgpt	0.9674	0.7011
170	cohere	0.9541	0.6143
170	cohere-chat	0.9744	0.6201
170	gpt2	0.9623	0.6664
170	gpt3	0.9623	0.6468
170	gpt4	0.9777	0.5003
170	llama-chat	0.9657	0.6875
170	mistral	0.9584	0.6400
170	mistral-chat	0.9633	0.6928
170	mpt	0.9569	0.5728
170	mpt-chat	0.9718	0.6126
170	MACRO_AVG	0.9649	0.6323
170	GLOBAL_TPR_AT_1FPR	-	0.5749
175	chatgpt	0.9568	0.4008
175	cohere	0.9414	0.3177
175	cohere-chat	0.9663	0.3451
175	gpt2	0.9508	0.3894
175	gpt3	0.9512	0.3215
175	gpt4	0.9696	0.2309
175	llama-chat	0.9538	0.2815
175	mistral	0.9470	0.4098
175	mistral-chat	0.9527	0.3630
175	mpt	0.9447	0.3328
175	mpt-chat	0.9660	0.3603
175	MACRO_AVG	0.9546	0.3412
175	GLOBAL_TPR_AT_1FPR	-	0.3331
180	chatgpt	0.9553	0.4242
180	cohere	0.9423	0.3472
180	cohere-chat	0.9663	0.3880
180	gpt2	0.9486	0.4174
180	gpt3	0.9505	0.3796
180	gpt4	0.9652	0.2288
180	llama-chat	0.9522	0.3109
180	mistral	0.9469	0.4506
180	mistral-chat	0.9506	0.4023
180	mpt	0.9435	0.3804
180	mpt-chat	0.9623	0.4154
180	MACRO_AVG	0.9531	0.3768
180	GLOBAL_TPR_AT_1FPR	-	0.3631
185	chatgpt	0.9717	0.7185
185	cohere	0.9550	0.5842
185	cohere-chat	0.9762	0.7023
185	gpt2	0.9623	0.5887
185	gpt3	0.9667	0.6158
185	gpt4	0.9818	0.7125
185	llama-chat	0.9702	0.7208
185	mistral	0.9571	0.5728
185	mistral-chat	0.9675	0.6928
185	mpt	0.9561	0.4702
185	mpt-chat	0.9737	0.6415
185	MACRO_AVG	0.9671	0.6382
185	GLOBAL_TPR_AT_1FPR	-	0.6511
190	chatgpt	0.9753	0.7713
190	cohere	0.9633	0.7245
190	cohere-chat	0.9817	0.7869
190	gpt2	0.9688	0.7072
190	gpt3	0.9701	0.7358
190	gpt4	0.9840	0.8045
190	llama-chat	0.9745	0.8121
190	mistral	0.9652	0.6996
190	mistral-chat	0.9706	0.7751
190	mpt	0.9650	0.6196
190	mpt-chat	0.9758	0.7128
190	MACRO_AVG	0.9722	0.7409
190	GLOBAL_TPR_AT_1FPR	-	0.7280
195	chatgpt	0.9703	0.7275
195	cohere	0.9594	0.6498
195	cohere-chat	0.9783	0.6803
195	gpt2	0.9661	0.6702
195	gpt3	0.9656	0.6792
195	gpt4	0.9785	0.5521
195	llama-chat	0.9697	0.7275
195	mistral	0.9627	0.6453
195	mistral-chat	0.9659	0.7072
195	mpt	0.9625	0.5985
195	mpt-chat	0.9732	0.6254
195	MACRO_AVG	0.9684	0.6603
195	GLOBAL_TPR_AT_1FPR	-	0.6130
200	chatgpt	0.9766	0.7638
200	cohere	0.9601	0.6709
200	cohere-chat	0.9793	0.7491
200	gpt2	0.9693	0.6589
200	gpt3	0.9716	0.6747
200	gpt4	0.9848	0.7539
200	llama-chat	0.9745	0.7879
200	mistral	0.9646	0.6355
200	mistral-chat	0.9722	0.7411
200	mpt	0.9656	0.5774
200	mpt-chat	0.9778	0.6749
200	MACRO_AVG	0.9724	0.6989
200	GLOBAL_TPR_AT_1FPR	-	0.6943
