step	attack	AUROC
35	homoglyphs	0.9999
35	article_deletion	0.9980
35	misspelling	0.9986
35	number_swap	0.9965
35	whitespace_addition	0.9984
35	upper_lower_swap	0.9995
35	zero_width_space	0.9997
35	insert_paragraphs	0.9968
35	alternative_spelling	0.9965
40	no_attack	0.9976
40	t5_paraphrase	0.9800
40	synonym_replacement	0.9979
40	homoglyphs	1.0000
40	article_deletion	0.9989
40	misspelling	0.9994
40	number_swap	0.9976
40	whitespace_addition	0.9992
40	upper_lower_swap	0.9999
40	zero_width_space	0.9999
40	insert_paragraphs	0.9977
40	alternative_spelling	0.9977
45	no_attack	0.9956
45	t5_paraphrase	0.9800
45	synonym_replacement	0.9927
45	homoglyphs	0.9998
45	article_deletion	0.9970
45	misspelling	0.9978
45	number_swap	0.9956
45	whitespace_addition	0.9979
45	upper_lower_swap	0.9995
45	zero_width_space	0.9993
45	insert_paragraphs	0.9959
45	alternative_spelling	0.9957
50	no_attack	0.9978
50	t5_paraphrase	0.9600
50	synonym_replacement	0.9969
50	homoglyphs	0.9997
50	article_deletion	0.9988
50	misspelling	0.9993
50	number_swap	0.9978
50	whitespace_addition	0.9993
50	upper_lower_swap	0.9998
50	zero_width_space	0.9995
50	insert_paragraphs	0.9981
50	alternative_spelling	0.9978
55	no_attack	0.9978
55	t5_paraphrase	0.9600
55	synonym_replacement	0.9970
55	homoglyphs	0.9997
55	article_deletion	0.9988
55	misspelling	0.9993
55	number_swap	0.9978
55	whitespace_addition	0.9993
55	upper_lower_swap	0.9997
55	zero_width_space	0.9995
55	insert_paragraphs	0.9981
55	alternative_spelling	0.9978
60	no_attack	0.9978
60	t5_paraphrase	0.9600
60	synonym_replacement	0.9971
60	homoglyphs	0.9997
60	article_deletion	0.9988
60	misspelling	0.9992
60	number_swap	0.9978
60	whitespace_addition	0.9992
60	upper_lower_swap	0.9998
60	zero_width_space	0.9995
60	insert_paragraphs	0.9981
60	alternative_spelling	0.9978
65	no_attack	0.9978
65	t5_paraphrase	0.9600
65	synonym_replacement	0.9970
65	homoglyphs	0.9997
65	article_deletion	0.9988
65	misspelling	0.9993
65	number_swap	0.9978
65	whitespace_addition	0.9993
65	upper_lower_swap	0.9998
65	zero_width_space	0.9995
65	insert_paragraphs	0.9980
65	alternative_spelling	0.9978
70	no_attack	0.9978
70	t5_paraphrase	0.9600
70	synonym_replacement	0.9970
70	homoglyphs	0.9997
70	article_deletion	0.9988
70	misspelling	0.9992
70	number_swap	0.9978
70	whitespace_addition	0.9992
70	upper_lower_swap	0.9998
70	zero_width_space	0.9995
70	insert_paragraphs	0.9980
70	alternative_spelling	0.9978
75	no_attack	0.9978
75	t5_paraphrase	0.9600
75	synonym_replacement	0.9969
75	homoglyphs	0.9997
75	article_deletion	0.9988
75	misspelling	0.9993
75	number_swap	0.9978
75	whitespace_addition	0.9993
75	upper_lower_swap	0.9997
75	zero_width_space	0.9995
75	insert_paragraphs	0.9981
75	alternative_spelling	0.9978
80	no_attack	0.9978
80	t5_paraphrase	0.9600
80	synonym_replacement	0.9969
80	homoglyphs	0.9997
80	article_deletion	0.9988
80	misspelling	0.9993
80	number_swap	0.9978
80	whitespace_addition	0.9994
80	upper_lower_swap	0.9998
80	zero_width_space	0.9995
80	insert_paragraphs	0.9980
80	alternative_spelling	0.9978
85	no_attack	0.9978
85	t5_paraphrase	0.9600
85	synonym_replacement	0.9970
85	homoglyphs	0.9997
85	article_deletion	0.9988
85	misspelling	0.9993
85	number_swap	0.9978
85	whitespace_addition	0.9993
85	upper_lower_swap	0.9998
85	zero_width_space	0.9995
85	insert_paragraphs	0.9980
85	alternative_spelling	0.9978
90	no_attack	0.9978
90	t5_paraphrase	0.9600
90	synonym_replacement	0.9969
90	homoglyphs	0.9997
90	article_deletion	0.9988
90	misspelling	0.9993
90	number_swap	0.9978
90	whitespace_addition	0.9993
90	upper_lower_swap	0.9998
90	zero_width_space	0.9995
90	insert_paragraphs	0.9979
90	alternative_spelling	0.9978
95	no_attack	0.9978
95	t5_paraphrase	0.9600
95	synonym_replacement	0.9969
95	homoglyphs	0.9997
95	article_deletion	0.9988
95	misspelling	0.9993
95	number_swap	0.9978
95	whitespace_addition	0.9992
95	upper_lower_swap	0.9998
95	zero_width_space	0.9995
95	insert_paragraphs	0.9981
95	alternative_spelling	0.9978
100	no_attack	0.9978
100	t5_paraphrase	0.9600
100	synonym_replacement	0.9969
100	homoglyphs	0.9997
100	article_deletion	0.9988
100	misspelling	0.9993
100	number_swap	0.9978
100	whitespace_addition	0.9993
100	upper_lower_swap	0.9998
100	zero_width_space	0.9995
100	insert_paragraphs	0.9980
100	alternative_spelling	0.9978
105	no_attack	0.9978
105	t5_paraphrase	0.9600
105	synonym_replacement	0.9970
105	homoglyphs	0.9997
105	article_deletion	0.9988
105	misspelling	0.9992
105	number_swap	0.9978
105	whitespace_addition	0.9993
105	upper_lower_swap	0.9997
105	zero_width_space	0.9995
105	insert_paragraphs	0.9982
105	alternative_spelling	0.9978
110	no_attack	0.9978
110	t5_paraphrase	0.9600
110	synonym_replacement	0.9969
110	homoglyphs	0.9997
110	article_deletion	0.9989
110	misspelling	0.9994
110	number_swap	0.9978
110	whitespace_addition	0.9993
110	upper_lower_swap	0.9998
110	zero_width_space	0.9995
110	insert_paragraphs	0.9981
110	alternative_spelling	0.9978
115	no_attack	0.9978
115	t5_paraphrase	0.9600
115	synonym_replacement	0.9969
115	homoglyphs	0.9997
115	article_deletion	0.9988
115	misspelling	0.9993
115	number_swap	0.9978
115	whitespace_addition	0.9993
115	upper_lower_swap	0.9998
115	zero_width_space	0.9995
115	insert_paragraphs	0.9981
115	alternative_spelling	0.9978
120	no_attack	0.9978
120	t5_paraphrase	0.9600
120	synonym_replacement	0.9969
120	homoglyphs	0.9997
120	article_deletion	0.9988
120	misspelling	0.9993
120	number_swap	0.9978
120	whitespace_addition	0.9993
120	upper_lower_swap	0.9998
120	zero_width_space	0.9995
120	insert_paragraphs	0.9981
120	alternative_spelling	0.9978
125	no_attack	0.9978
125	t5_paraphrase	0.9600
125	synonym_replacement	0.9969
125	homoglyphs	0.9997
125	article_deletion	0.9989
125	misspelling	0.9993
125	number_swap	0.9978
125	whitespace_addition	0.9993
125	upper_lower_swap	0.9998
125	zero_width_space	0.9995
125	insert_paragraphs	0.9982
125	alternative_spelling	0.9978
130	no_attack	0.9978
130	t5_paraphrase	0.9600
130	synonym_replacement	0.9969
130	homoglyphs	0.9997
130	article_deletion	0.9988
130	misspelling	0.9993
130	number_swap	0.9978
130	whitespace_addition	0.9993
130	upper_lower_swap	0.9998
130	zero_width_space	0.9995
130	insert_paragraphs	0.9981
130	alternative_spelling	0.9978
135	no_attack	0.9978
135	t5_paraphrase	0.9600
135	synonym_replacement	0.9970
135	homoglyphs	0.9997
135	article_deletion	0.9989
135	misspelling	0.9993
135	number_swap	0.9978
135	whitespace_addition	0.9993
135	upper_lower_swap	0.9998
135	zero_width_space	0.9995
135	insert_paragraphs	0.9981
135	alternative_spelling	0.9978
140	no_attack	0.9978
140	t5_paraphrase	0.9600
140	synonym_replacement	0.9970
140	homoglyphs	0.9997
140	article_deletion	0.9988
140	misspelling	0.9993
140	number_swap	0.9978
140	whitespace_addition	0.9993
140	upper_lower_swap	0.9998
140	zero_width_space	0.9995
140	insert_paragraphs	0.9980
140	alternative_spelling	0.9978
145	no_attack	0.9978
145	t5_paraphrase	0.9600
145	synonym_replacement	0.9969
145	homoglyphs	0.9997
145	article_deletion	0.9989
145	misspelling	0.9993
145	number_swap	0.9978
145	whitespace_addition	0.9993
145	upper_lower_swap	0.9997
145	zero_width_space	0.9995
145	insert_paragraphs	0.9979
145	alternative_spelling	0.9978
150	no_attack	0.9978
150	t5_paraphrase	0.9600
150	synonym_replacement	0.9969
150	homoglyphs	0.9997
150	article_deletion	0.9988
150	misspelling	0.9993
150	number_swap	0.9978
150	whitespace_addition	0.9993
150	upper_lower_swap	0.9998
150	zero_width_space	0.9995
150	insert_paragraphs	0.9980
150	alternative_spelling	0.9978
155	no_attack	0.9978
155	t5_paraphrase	0.9600
155	synonym_replacement	0.9969
155	homoglyphs	0.9997
155	article_deletion	0.9988
155	misspelling	0.9993
155	number_swap	0.9978
155	whitespace_addition	0.9993
155	upper_lower_swap	0.9997
155	zero_width_space	0.9995
155	insert_paragraphs	0.9980
155	alternative_spelling	0.9978
160	no_attack	0.9978
160	t5_paraphrase	0.9600
160	synonym_replacement	0.9969
160	homoglyphs	0.9997
160	article_deletion	0.9988
160	misspelling	0.9993
160	number_swap	0.9978
160	whitespace_addition	0.9993
160	upper_lower_swap	0.9998
160	zero_width_space	0.9995
160	insert_paragraphs	0.9979
160	alternative_spelling	0.9978
165	no_attack	0.9978
165	t5_paraphrase	0.9600
165	synonym_replacement	0.9970
165	homoglyphs	0.9997
165	article_deletion	0.9988
165	misspelling	0.9993
165	number_swap	0.9978
165	whitespace_addition	0.9994
165	upper_lower_swap	0.9997
165	zero_width_space	0.9995
165	insert_paragraphs	0.9981
165	alternative_spelling	0.9978
170	no_attack	0.9978
170	t5_paraphrase	0.9600
170	synonym_replacement	0.9970
170	homoglyphs	0.9997
170	article_deletion	0.9989
170	misspelling	0.9993
170	number_swap	0.9978
170	whitespace_addition	0.9993
170	upper_lower_swap	0.9998
170	zero_width_space	0.9995
170	insert_paragraphs	0.9980
170	alternative_spelling	0.9978
175	no_attack	0.9978
175	t5_paraphrase	0.9600
175	synonym_replacement	0.9969
175	homoglyphs	0.9997
175	article_deletion	0.9988
175	misspelling	0.9993
175	number_swap	0.9978
175	whitespace_addition	0.9993
175	upper_lower_swap	0.9998
175	zero_width_space	0.9995
175	insert_paragraphs	0.9982
175	alternative_spelling	0.9978
